source,target,frequency
{'pleasing'},{'FMGiveMeTruth '},1
{'m Jacobsen'},{'Sana shine'},1
{'JAG KNIGHT'},"{'Kaylee Manning', 'M Justice For Johnny'}",2
{' '},{'Mary Alexander'},1
{'Ms Alison Heywood'},{'good will'},1
{'jack'},"{'Anastasia But your honor ', 'Kelly Smahlt', 'Libby JusticeForJohnnyDepp'}",3
{'Steinfeld O '},{'Alejandra '},1
{'K '},"{'Sandra Deanne', 'Horae of Peace', 'Johnny s Angel '}",3
{'kai'},{'Kelly Smahlt'},1
{'Sky'},{'Linda Lou '},1
{'EL PABLO '},{'Pussygalore'},1
{'Super'},{'MenCourage Philippines'},1
{'Justice4ALL'},"{'Ra l S JusticeForJohnnyDepp', 'Mrs John Christopher Depp II', 'Elaina', 'Kerri McCoy', 'Trouble chan ', 'sheila', 'SimonBarreBrisebois', ' Sugarplum Fairy ', 'Pamela McCafferty', 'Pussygalore', 'rds AlJacob', 'blackrainbowsxo', 'SlaveToKiti', 'Linda Lou '}",14
{'Johnny Depp Fan '},{'Linda Lou '},1
{' '},"{' Sugarplum Fairy ', 'J G Depp '}",2
{'A H RulesJ D Lame'},"{'Telma', 'Kris '}",2
{'Rachel'},{'Sam Cooke '},1
{'Stags Deer'},{'trayray nightmare'},1
{'Sirenas de Gotham RestoreTheSnyderverse'},{'magnolia venenosa'},1
{'rennginald'},{' Katie Waldman Depphead'},1
{'Fluffy Bunny Feet'},{'powpowpunch'},1
{'2021'},{'MenCourage Philippines'},1
{'isabel '},{'emma '},1
{'TealiciousSnark'},"{' ', 'White Tiger'}",2
{'Tasneem Yousif'},{' '},1
{' rm nd '},{'Belinda '},1
{'klo '},"{'Sandra Deanne', 'Pussygalore'}",2
{'akr'},{'Linda Lou '},1
{'LillyJane916'},{'agusssstina'},1
{'Renan Christian'},{'Sandra Deanne'},1
{'MenCourage Philippines'},"{'Kountry Waldmignon ', 'Kelly Smahlt'}",2
{' giovasoditerra '},{'Sandra Deanne'},1
{'helloitsquack'},{'Irish Depp Fans JusticeForJohnnyDepp'},1
{'Tenebris Rising'},"{'Sandra Deanne', 'Teri Carson ', ' Alexandra '}",3
{'Rita Jay '},"{'Robin Wald Mignon I support THE TRUTH ', 'Scryndi SouthFloridaThrifter'}",2
{'Jahel Rodriguez'},{'Sandra Deanne'},1
{' '},{'Blueberry'},1
{'Ana Mar a Si ani'},{' Sugarplum Fairy '},1
{'ADrinkWithCrazy'},{'pirate justiceforjohnnydepp'},1
{'Amazing Spider Jam '},"{'I s a b e l l a', 'Brian Saeger', 'Be ', 'Ewinters Wald Mignon', 'blackrainbowsxo'}",5
{'jad'},"{'Sandra Deanne', 'SummerB', 'Blue Gansey is kind of on a break', 'Cookie depp', ' ', 'Mel ', 'Uranium Womyn 238 Experimental Film', 'Sarah Lou', 'Pussygalore', 'Estelle', ' Kerryanne E Wald Mignon ', 'Jennifer Linn', 'Mrgan A Pryce IBelieveHim', 'FC', 'President Elect Trinity'}",15
{'Michael M '},{'Darklyn justiceforjohnny ibelievehim'},1
{'nicole'},{'wicked juls Taylor s version '},1
{'duda'},{' Mort Rainey'},1
{' I science history'},"{' Katie Waldman Depphead', 'Johnny s Angel '}",2
{'Juliette '},{' Sugarplum Fairy '},1
{'V'},{'Gabi'},1
{'Monika '},{' Mort Rainey'},1
{'The Right Side of the Roaring Rapids'},{'danijela'},1
{' '},{'vita'},1
{'Lilia Machado'},{'Underblank '},1
{'Vomito Verbal NoAlPaseSanitario'},{'Dr Jayne B Waldmingon PHD '},1
{' '},{'Nova Wald Mignon'},1
{'Ant'},"{'Bazarette74', 'Ewinters Wald Mignon'}",2
{'Period Drama Movie Fan'},{'Ewinters Wald Mignon'},1
{'un otaku cualquiera'},{'Sam Cooke '},1
{'Mr Stench'},{'SweetChastity'},1
{'Grayson W A '},"{' Sugarplum Fairy ', 'B Red'}",2
{'Mona Jenn Yenn'},{'Libby JusticeForJohnnyDepp'},1
{'Aidesita '},"{'Jamile Araujo Martinski', 'Victoria Breakwell Wald Mignon ', 'againstdomesticviolence'}",3
{'Toni '},"{' Alexandra ', 'Kris ', 'Crista Lea', 'seedoftruth ', 'Life s a bitch Now so am I ', 'EllieV Not A Bot ', 'I am Capitan Jack Spparow sawy ', 'Johnny s Angel ', ' Frog Queen ', 'Scryndi SouthFloridaThrifter', 'Patcar', 'Victoria Reilly', 'katt', 'Nympha ', 'tracy sette', 'Caitlin', 'kathreen robertson', 'julia depp ', 'Alejandra ', 'pirate justiceforjohnnydepp', 'Keilac7', 'DeppFanPage '}",22
{'andrea'},"{'Kimara', 'Underblank ', 'Horae of Peace'}",3
{'Pork ney'},{'Patcar'},1
{'PEGASUS Dan COMISIONES ABIERTAS OPEN COMMISSIONS '},{'jd hide'},1
{'ann '},{''},1
{'depphead'},"{' Alexandra ', 'Fleeee', 'C URTNEY ', ' Sugarplum Fairy ', 'Tongo Bozzie '}",5
{'There s no lower lifeform than a Tory politician'},{'Teri Carson '},1
{'Cherry K'},"{' Stevie J Raw ', 'RideOrDis', 'Estelle', 'Keeley Young ', 'Lakota Di', 'NinaRoxx8825'}",6
{' Ateez Work session '},{'Sam Cooke '},1
{'TrinityH'},{'Sam Cooke '},1
{' '},{'Be '},1
{'kaneki yuno'},{'Cookie depp'},1
{'oompa loompa'},{'Cookie depp'},1
{'Karla '},{'jd hide'},1
{'Jaxon'},{'Marvel Fury'},1
{'ALT Lex'},"{'Luna JD', 'MSengineergirl', 'Libby JusticeForJohnnyDepp', 'Teri Carson ', ' Mindy King '}",5
{' '},{'Cheryl Drake '},1
{'Abi Morgan'},{'flu'},1
{' Rei Resists '},{'nickel'},1
{'That s BigMama to You '},{'Guilherme Leirosa'},1
{'Sarah'},{'BLM except Sasha Johnson s Taiwan is a country'},1
{'thomas shelby '},{'Tepa M T'},1
{'Me High Cheek Sent Me High'},"{'miaa', 'j ', 'NinaRoxx8825'}",3
{'happytrashcan '},{'Cheryl Drake '},1
{'Normal human'},{'Pussygalore'},1
{'Herein jinglism'},{'SimonBarreBrisebois'},1
{'taylor '},"{'Sandra Deanne', 'Scryndi SouthFloridaThrifter'}",2
{'Nick Na Zueira'},{'Teri Carson '},1
{'pumpkink nig'},{'Teri Carson '},1
{'Tom Gallagher'},"{'YouGottaBeKiddingMe2121', 'Cookie depp', 'SimonBarreBrisebois', 'Be ', 'AngelaluvDisney', 'jd hide'}",6
{'Ty '},{'I am Capitan Jack Spparow sawy '},1
{'Robby Steven'},{'Rebecca Mew JusticeForJohnnyDepp Justice4JenHowell'},1
{'Nova Wald Mignon'},{'Teri Carson '},1
{' '},{'Martina Snape '},1
{' '},{'Sandra Deanne'},1
{'Moodpoint'},{'Be '},1
{' J Depp is innocent'},{'miaa'},1
{'These bitches be testing me '},{'Kelly Smahlt'},1
{'Dina '},{'Janina IBelieveHim justiceforjohnnydepp'},1
{'violett '},{' TeaMoriarty '},1
{'Karen Gisela Leyva L pez'},{'Ewinters Wald Mignon'},1
{'B Red'},{'againstdomesticviolence'},1
{'carlos enriqve'},"{'Martina Snape ', 'Andrea Deledda', 'powpowpunch'}",3
{'Nym'},{'Viv '},1
{'Atzi02'},{'julia depp '},1
{'La Dame Du Lac Apparemment'},{'Muggle born '},1
{'Cuitlacuahuitl'},"{'inchhighpi', 'Dr Nu Nu Minamata'}",2
{'Giggybit'},"{'Lisa Salustri', 'Kris '}",2
{' Michelle'},{'Teri Carson '},1
{'schlongkong '},{'Victoria Breakwell Wald Mignon '},1
{'bruja en mudanza '},"{'Ewinters Wald Mignon', 'Lisa Salustri', 'Gabi', 'Laurel Rise Cor Pace'}",4
{'dame '},{'sheila'},1
{'Issi '},{'Pujara Hate Account'},1
{' u pp '},{'L T'},1
{'Jj'},{'Tepa M T'},1
{'Violetta'},{'Bazarette74'},1
{' We don t talk about L A '},{' classicpaws '},1
{' '},"{'Anna Giulia Depp Waldman', 'Liono Grinch'}",2
{'kaley '},{'ForDaMik JohnnyDeppIsInnocent Justice'},1
{'Rossell '},{'Liono Grinch'},1
{'Aglaia Deetz'},{'ForDaMik JohnnyDeppIsInnocent Justice'},1
{'Miss Mar'},"{'Jeni Wald Mignon ', 'Sandra Deanne', 'A Relative ', 'Cheryl ', 'danijela', 'Barbara ', 'Libby JusticeForJohnnyDepp', 'Laurel Rise Cor Pace'}",8
{'Mah'},{'Telma'},1
{'Ysy21 '},{'Sam Cooke '},1
{'martina '},"{'Sam Cooke ', 'Johnny s Angel '}",2
{' '},"{'miaa', 'Libby JusticeForJohnnyDepp'}",2
{' '},{'Libby JusticeForJohnnyDepp'},1
{'Just Kat'},{'Johnny s Angel '},1
{'Alice'},"{' ', 'Kreousa E Ulqinaku', 'Libby JusticeForJohnnyDepp', 'Anna Giulia Depp Waldman', 'Lisa ', 'Ant'}",6
{'Mia she her'},{'Lisa Salustri'},1
{' '},"{'Victoria Breakwell Wald Mignon ', ' V d JusticeForJohnnyDepp '}",2
{'Linda O Bot '},"{' V d JusticeForJohnnyDepp ', 'againstdomesticviolence'}",2
{'charlottemms'},{'againstdomesticviolence'},1
{'Jho mamma'},"{' V d JusticeForJohnnyDepp ', 'againstdomesticviolence'}",2
{'Vaters fettes Ferkel'},"{'Shade', 'Lagos TroubleMaker'}",2
{'Sushant in our hearts forever Moonchild '},{'jd hide'},1
{'Daniel Dexxl '},{'Sam Cooke '},1
{'Jennifer Linn'},{' Rebzie '},1
{'Patri'},{'Robin Wald Mignon I support THE TRUTH '},1
{'Tristan Michels'},"{'Ewinters Wald Mignon', 'Lisa Salustri'}",2
{' '},"{'Kris ', 'francky fb justiceforjohnnydepp', 'Teri Carson ', 'Robin Wald Mignon I support THE TRUTH '}",4
{'steph'},{'Princess Consuela Bananahammock'},1
{' Oli '},{' '},1
{'peach barbossa '},{'Liono Grinch'},1
{'Sr F '},{'Ewinters Wald Mignon'},1
{'Brudda of War'},{'Teri Carson '},1
{'Diudiubinha'},{'Horae of Peace'},1
{'Anto Depp'},{'Rozanna van der Veen '},1
{'Gabi'},{'Teri Carson '},1
{'feminist2020'},{'Teri Carson '},1
{'Muggle born '},{'Teri Carson '},1
{'aya '},{'Princess Consuela Bananahammock'},1
{'josh'},{'inchhighpi'},1
{'Akira Raza'},{'Correctacon '},1
{'Matt Emerson'},"{'Ewinters Wald Mignon', 'Aurora FFP2', 'Vicky Massey Bloodwo', 'jackie findlay'}",4
{'Tress A Marie'},"{'bulletproof warriors', 'Karren Henderson', 'Dr Jayne B Waldmingon PHD ', 'Niki '}",4
{'Crystal smortrainey'},{'jose amurica'},1
{' '},{'Aliza Pronounced Aleeza '},1
{'jans'},{'Ewinters Wald Mignon'},1
{' '},{'Kei '},1
{'Georgie Macbeth'},{'Kountry Waldmignon '},1
{'TheRailRider'},"{'miaa', 'Kreousa E Ulqinaku', 'Alikan', 'Princess Consuela Bananahammock', ' classicpaws ', 'Aurora FFP2'}",6
{'Madre'},"{'Paula ', 'Sandra Deanne'}",2
{'Superhero Roundup'},"{'Robin Wald Mignon I support THE TRUTH ', 'Taco bell', 'Be '}",3
{'Flowstate Ronin '},{'Princess Consuela Bananahammock'},1
{'Val Certified Dumb Boi'},"{'Game Over ', 'Mel'}",2
{'Mohadeseh'},{' Mort Rainey'},1
{' '},{'rds AlJacob'},1
{'La'},{'Sally Star'},1
{'off '},{' '},1
{' arroconmngo'},"{'magnolia venenosa', 'S bm', ' ', 'Pussygalore', 'Princess Consuela Bananahammock', 'Florena ', 'NinaRoxx8825'}",7
{'V '},{' '},1
{'Tradok'},"{'Underblank ', 'magnolia venenosa'}",2
{'Caroline'},"{'Kris ', 'FlowerBOT', ' ', 'Angelique Angello', 'Martina Snape ', 'Pussygalore', 'Princess Consuela Bananahammock', 'blackrainbowsxo', 'AngelaluvDisney', 'Mrs John Christopher Depp II', 'Karren Henderson', 'Andrea Deledda', 'Kilpikonnanyst v '}",13
{'The Anti Virgin King of the Horny'},{'Sally Star'},1
{'Betina'},{'Tanya Wald Mignon JusticeForJohnnyDepp'},1
{'Nympha '},"{'danijela', 'blackrainbowsxo'}",2
{'a a'},"{'Paula ', 'Sandra Deanne'}",2
{'get back luna LENNONLIVESON'},{'inchhighpi'},1
{'Fabianaa'},"{'Martina Snape ', 'sheila'}",2
{' '},{'Rachael'},1
{'Black Pearl '},{'nickel'},1
{'tyler posey thats it'},"{' Om Dr mm ', ' We See The Truth ', 'magnolia venenosa', ' is off ', ' ', 'Julie JusticeForJohnnyDepp '}",6
{'GypsyWoman'},{'Robin Wald Mignon I support THE TRUTH '},1
{'june'},{'ForDaMik JohnnyDeppIsInnocent Justice'},1
{'June Nelson'},{'Genevieve Olin '},1
{'Ken Oath'},{'blackrainbowsxo'},1
{'C '},{'Patcar'},1
{'Tom'},{'Hellennehellenne '},1
{'JohnnyDeppDeservesBetter'},{'Georgie Macbeth'},1
{'Jo SAW NWH'},{'Underblank '},1
{'Johnny Lebowski'},"{'Ewinters Wald Mignon', 'Nor33 ', 'Pamela Not a Bot'}",3
{'Axle of His and Hers Gaming'},{'Sam Cooke '},1
{'Elizabeth Quiroz'},"{'seedoftruth ', 'Kilpikonnanyst v '}",2
{' irina '},"{'Sam Cooke ', 'ForDaMik JohnnyDeppIsInnocent Justice'}",2
{' '},{'Martina Snape '},1
{' '},{'TerryEllahElsa'},1
{'aijd'},{'John Waldman '},1
{'Jordan Hyeon'},"{'Kaylee Manning', 'Teri Carson ', 'Princess Consuela Bananahammock'}",3
{'Curtboi'},{'Anna Maria Hell All Up In Hollywood '},1
{'Years Of Expertise'},{'Lisa '},1
{'donotfallintothetrap'},"{' ', ' Laura', 'Annalieze', 'Princess Consuela Bananahammock', 'Andrea Deledda'}",5
{'Quetzal sabanero'},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Sandra Deanne', 'Kris ', 'Kerri McCoy', 'aijd', 'SweetChastity', 'Murmeltier ', 'Teri Carson ', 'Ewinters Wald Mignon'}",9
{'TheItchIsShash'},"{'Underblank ', ' is off ', ' classicpaws '}",3
{'Luxdarlz'},{'Ofelia is re reading aot'},1
{'Quincy'},{' '},1
{'The Flip Side'},{'Teri Carson '},1
{' Nonsense '},{'Ewinters Wald Mignon'},1
{'Thais Angel447 '},"{'Sandra Deanne', 'Nova Wald Mignon'}",2
{'From Medeira With Love '},"{'Florena ', 'Lisa '}",2
{'am thatdepphead'},{' '},1
{'Dr Jayne B Waldmingon PHD '},{'Lisa '},1
{'oda nobunaga'},{' '},1
{'don t hurt yourself big boy '},{'Blueberry'},1
{'First Class Smarty Pants'},{'Robin Wald Mignon I support THE TRUTH '},1
{'C Turtle'},{'FlowerBOT'},1
{'Judgey McJudgington'},"{'Victoria Breakwell Wald Mignon ', 'Speak Of The Mignon '}",2
{'Make up Raccoon'},"{'justice for johnny depp ', ' is off ', 'I am Capitan Jack Spparow sawy ', 'Dr Jayne B Waldmingon PHD '}",4
{'EtherealMinister Ritsuka x Salter Arc'},{'Annpanwoman BTS HAG'},1
{' ACOWAR'},"{' Katie Waldman Depphead', 'Lakota Di', ' classicpaws '}",3
{'Chocolate Golem'},{'Princess Consuela Bananahammock'},1
{'Persephone Justice for Johnny'},"{'Fleeee', 'Ewinters Wald Mignon'}",2
{'GhostMKC AKA '},{'Fleeee'},1
{'z'},{'Patcar'},1
{'iki'},{'powpowpunch'},1
{'Joe Stamp Break '},{'Elisa Day'},1
{'Phoebe She her '},{'powpowpunch'},1
{'TheGreenKrabby'},{'Anna Giulia Depp Waldman'},1
{'YoBaby69 '},"{'Dee ', 'Sweetest Sands ustice or ohnny epp ', 'Fleeee', 'Jo', 'Kountry Waldmignon ', 'Sam Cooke ', 'Lisa '}",7
{'TrandonVision'},{'powpowpunch'},1
{'Happy Dino8k '},"{'Princess Consuela Bananahammock', 'Johnny Depp s Guy'}",2
{'Breadedbread '},"{'blackrainbowsxo', 'L T'}",2
{'Ariana'},{'Princess Consuela Bananahammock'},1
{'Hellennehellenne '},"{'VashtiV mainlines avocados sings like a cat', ' classicpaws '}",2
{'KReeves'},{'rds AlJacob'},1
{'J Reports'},{'Princess Consuela Bananahammock'},1
{'Olivia Austin'},{'Cheryl Drake '},1
{'Elana V'},{'Sam Cooke '},1
{'Di TV'},{' SpeakUpForAmber'},1
{'Prickly Pear'},"{'Life s a bitch Now so am I ', 'powpowpunch'}",2
{'danijela'},{'Ewinters Wald Mignon'},1
{' JFJD'},"{'M Justice For Johnny', 'Lisa ', 'powpowpunch'}",3
{'seedoftruth '},"{'SimonBarreBrisebois', 'Teri Carson '}",2
{'Rose Kathleen'},{'FlowerBOT'},1
{'M '},{'Ricardo Rom ntico '},1
{'THEY '},{'Ewinters Wald Mignon'},1
{'Lala'},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Ra l S JusticeForJohnnyDepp', 'S bm', 'Karen S nchez', ' ', 'Johnny s Angel ', 'Arwen sparrow', ' Rachel', 'Be ', 'TheMadRatter Gwennafran ', 'Sam Cooke ', 'shota', 'TheLightofTheLibrary JusticeForJohnnyDepp', 'Dr Jayne B Waldmingon PHD '}",14
{'G0ldie '},{'Sandra Deanne'},1
{'Deppette '},"{'Rozanna van der Veen ', 'Tepa M T', 'Izzy ', 'EffervescentlyTired', 'chihiro ', 'Senku chan', 'Joon Pearl', ' Rebzie '}",8
{'eh '},{'Sam Cooke '},1
{'Elisa '},{'Lisa '},1
{'LUCA LUCIONE'},{'Robin Wald Mignon I support THE TRUTH '},1
{'kintsugi '},{'Teri Carson '},1
{'Louf '},{'Gabi'},1
{'Adi'},"{'I am Capitan Jack Spparow sawy ', 'Andrea Deledda'}",2
{'Roberta '},{'Teri Carson '},1
{'Belle'},"{'Teri Carson ', 'FlowerBOT'}",2
{'Eulogia Jean Rojas Vocalist'},"{'Sam Cooke ', 'S bm'}",2
{'gwen'},{' Mort Rainey'},1
"{' ', ' PhD '}",{'Teri Carson '},1
{'MarioSniper'},{'Ewinters Wald Mignon'},1
{'Angel 1999'},"{'justice for johnny depp ', 'epiphany', 'tracey powell'}",3
{'Rachel Cruise '},"{' Papi Schmear ', 'Julie JusticeForJohnnyDepp '}",2
{'Luna Eisenerz free sprirt'},{' Om Dr mm '},1
{'Krist '},{'jd hide'},1
{'Mirana Hightopp'},"{'Belinda ', 'deanna pronounced DEENA'}",2
{'Columbopilled'},{'SimonBarreBrisebois'},1
{'Ayda'},{' '},1
{'Rhae'},{' Mort Rainey'},1
{'Anna '},{'Teri Carson '},1
{'Hello There'},{'Andriana Pavlidou '},1
{'JJ '},"{'Sam Cooke ', 'Teri Carson '}",2
{'Urs truly pradeep'},{'Gabi'},1
{'THE ARTF OFFICIAL'},"{'deanna pronounced DEENA', 'Patcar'}",2
{'JohnnyDeppforlife '},"{' is off ', 'FMGiveMeTruth ', 'Kris ', 'Crystal smortrainey'}",4
{'Olga Romanova'},{'Gabi'},1
{'NoJustice4JohnnyDeppInUK '},{'Angie '},1
{'JBug'},"{' is off ', 'Victoria Breakwell Wald Mignon '}",2
{'WinoForever'},{'Murmeltier '},1
{'Alikan'},{'MazyFossett'},1
{'Ricole Hearted'},{'Becky'},1
{'Ingrid'},{'Messys Media'},1
{'vita'},"{' Om Dr mm ', 'Sandra Deanne', 'Nova Wald Mignon', 'Mellie ', 'TerryEllahElsa', ' ', 'Genevieve Olin ', 'Libby JusticeForJohnnyDepp', 'Ewinters Wald Mignon', 'The Flip Side'}",10
{'Indestructible'},{'Teri Carson '},1
{' Eagle Rider '},{'Nor33 '},1
{'livinha'},"{'joby', ' Justice for Johnny Depp ', ' ', 'Kountry Waldmignon '}",4
{'Lacrimosa'},{'Gabi'},1
{'CellSation Deppford Wife Wald Mignon'},{'Gabi'},1
{''},{'Teri Carson '},1
{'Janez'},{'Teri Carson '},1
{'Cloop'},"{'Jeni Wald Mignon ', 'S bm', 'Rebecca Mew JusticeForJohnnyDepp Justice4JenHowell', 'Kerri McCoy', 'SimonBarreBrisebois', 'DeppFanPage '}",6
{'Braendie '},{' Katie Waldman Depphead'},1
{'Greta Daniseviciute'},{' '},1
{'Sugarplum Fairy'},"{'Serpens1984', 'Gally '}",2
{' Mystic Depp '},"{'FlowerBOT', 'NinaRoxx8825'}",2
{' '},{'Teri Carson '},1
{'Valentina '},{'Teri Carson '},1
{'Suzanne'},{'Gabi'},1
{'JessaLou'},"{'JUSTICE FOR JOHNNY', 'Gabi', 'hebasweetheart'}",3
{'Maggie Lee'},{'idekwhatisgoingon'},1
{'Kleyton Dekrassus '},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'magnolia venenosa', 'good will', 'international playgirl', 'Libby JusticeForJohnnyDepp', ' Kerryanne E Wald Mignon '}",6
{'BeCurious'},"{'Fleeee', ' is off ', 'mary'}",3
{'Rose'},"{'ju', ' '}",2
{'Texxy '},{'Gabi'},1
{'John St Clair'},{'Kelly Smahlt'},1
{'Graphix Comixxx the Last coming in January'},{'Nor33 '},1
{' '},"{'rds AlJacob', ' is off ', 'Ivy99 Wald Mignon '}",3
{' '},{'Carolina Depphead '},1
{'TREAT ZAYN WITH KINDNESS 4 days Z birth '},"{'Sam Cooke ', 'Liono Grinch', 'Tongo Bozzie '}",3
{'Go Listen To The Tapes '},"{'Kat ', 'Kris ', 'Kelly Smahlt', 'idekwhatisgoingon'}",4
{'justpeonies '},"{' Katie Waldman Depphead', 'Aliza Pronounced Aleeza '}",2
{'Sylver Xeonic Debut TBA '},{'p60p45'},1
{'Jojocrane'},{'Kountry Waldmignon '},1
{'Bea '},{'Liono Grinch'},1
{'Ellena '},{'may'},1
{'Genna4justice '},"{' ', 'Millie ', 'Natasha Hoffmann', 'Kountry Waldmignon ', 'Teri Carson ', 'Kate justice for all ', ' Stevie J Raw '}",7
{'JustAGirl'},{' '},1
{' rhiane '},"{'Gabi', 'ammar'}",2
{'RTACSS ReleaseTheAyerCut'},{'Underblank '},1
{'Pilar Ceylan'},{'SimonBarreBrisebois'},1
{'Cat s Wicked Garden '},{'metallicarebear'},1
{'GMF'},{'Aliza Pronounced Aleeza '},1
{'Ellie '},{'Aviana2015'},1
{'Stacey Skirving '},"{'Annpanwoman BTS HAG', 'Kris ', 'Kelly Smahlt'}",3
{' '},{' SCVI Season 3 Plz'},1
{' '},"{'Lara A', 'Pam Love ', 'Blue Gansey is kind of on a break'}",3
{'Liz'},{'TheLightofTheLibrary JusticeForJohnnyDepp'},1
{'ava'},{'Florena '},1
{' JusticeForJohnnyDepp'},{'T'},1
{'Emma '},{'Dr Jayne B Waldmingon PHD '},1
{'In Memoriam'},"{'miaa', 'Arwen sparrow', 'Blue Gansey is kind of on a break'}",3
{'raaain'},{'Lucy C'},1
{'Reina'},{'Robin Wald Mignon I support THE TRUTH '},1
{'Jordan Allen'},{'chihiro '},1
{'Queenie '},"{' Om Dr mm ', 'Sum Gal ', 'Kelly Smahlt', 'miaa', 'Spirit of Dani ', 'Nor33 ', 'YouGottaBeKiddingMe2121', 'FlamenRed', 'Libby JusticeForJohnnyDepp', 'Berenice', 'NinaRoxx8825', 'powpowpunch', 'Joanna Woodley', 'Fleeee', 'ayca gurelman', 'Lilia Machado', 'MadMaria Wald mignon', 'Keeley Young ', 'Teri Carson '}",19
{' is '},{'Dame Valorie Van Rensselaer'},1
{'Dave'},{'TRUMPSTER FIRE'},1
{'Dahlia'},{'RoxyPily'},1
{'Em '},{'Anastasia But your honor '},1
{'Tee Nostalgic Era'},{'Dr Nu Nu Minamata'},1
{'Ivy99 Wald Mignon '},{'Kris '},1
{'Pam Love '},{'pirate justiceforjohnnydepp'},1
{'Lady Spartan'},{'Gabi'},1
{' '},{' Katie Waldman Depphead'},1
{'Juno Jade Luca '},{'Gabi'},1
{'Jessica Skidmore'},{'Stephanie Brown'},1
{'misty'},{'Gabi'},1
{'B '},"{'', 'WestCoastMeshFighter WCMF', 'powpowpunch'}",3
{'Zeynab'},"{'blackrainbowsxo', 'UniqueCheema'}",2
{'i nk'},{'Gabi'},1
{'Isabel'},{'Kelly Smahlt'},1
{'T'},"{'depraesthetic gaming', 'Josh', 'Ne0 11'}",3
{'Stone'},"{'powpowpunch', 'pirate justiceforjohnnydepp', ' Frog Queen ', 'Princess Consuela Bananahammock', 'Blue Gansey is kind of on a break', 'Mrs John Christopher Depp II', 'Kristin Love ', 'FC'}",8
{' negin '},{'Tongo Bozzie '},1
{' '},{'Ra l S JusticeForJohnnyDepp'},1
{'White waves'},{'Capt Radiator that Horror '},1
{'MrsHarrystyles'},{'Andrea Deledda'},1
{'Nadine '},"{'inchhighpi', 'Patcar'}",2
{'Hawk CK4 SPOILERS MakeTASM3'},{'pasta whore'},1
{'Sasha Wald Mignon'},{'Gabi'},1
{'Penelope'},{' '},1
{'calling out the bull '},"{'jackie ', 'Gabi'}",2
{' D e s'},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Dee ', 'Sweetest Sands ustice or ohnny epp ', 'Cookie depp', 'Frances1985 ', 'Robin Wald Mignon I support THE TRUTH ', 'Luna ', 'EllieV Not A Bot ', 'Teri Carson ', 'Stephanie Brown'}",10
{'Daredevil stan'},{' is off '},1
{' Marco Polo'},"{'senator dani wald mignon ', 'Nor33 ', 'seedoftruth ', 'Frances1985 ', 'miaa', 'Dr Jayne B Waldmingon PHD ', 'Elisa Day'}",7
{'teytanus'},{'Guilherme Leirosa'},1
{'Baroness '},"{'Mary Ann Zayn s Version ', 'Sunflower Girl '}",2
{'Rahaki 2'},"{' Katie Waldman Depphead', 'Kerri McCoy', 'AngelaluvDisney'}",3
{'raha'},{'GyraCollins'},1
{'Blue Gansey is kind of on a break'},{' is off '},1
{'James Rowley'},{'Dr Nu Nu Minamata'},1
{'a moonlight'},{'NinaRoxx8825'},1
{'Anna Timeline Warrior'},{'Ingeborg'},1
{'MOUSE '},{'Luiza'},1
{'marco96'},{'abbieee'},1
{'andy '},{' Stevie J Raw '},1
{'amber heard archive '},{' SEC On A Break'},1
{'LaurenLoganRen'},{'Princess Consuela Bananahammock'},1
{'Beatrix Kiddo '},"{'stitch cult ', 'Violetta', 'Game Over ', 'inchhighpi', 'Underblank ', ' is off ', 'BecNotTheBot ', 'Mariam', 'Fleeee', 'GyraCollins', 'Keeley Young ', 'Teri Carson ', 'frank drebin'}",13
{'Emylle '},{'Swarna'},1
{'Danie '},{'Engeltje'},1
{'Depp s girl '},{' Frog Queen '},1
{'The Dossier Podcast'},{'ML4a'},1
{'Nathan'},{'Teri Carson '},1
{'100 '},{'Anna Giulia Depp Waldman'},1
{'Hermeline '},"{' ', ' is off ', 'carpe', 'Mariam'}",4
{'moch'},{'SimonBarreBrisebois'},1
{'Mrs John Christopher Depp II'},{'NinaRoxx8825'},1
{'Csmcdncr99'},"{'Holycow217 Im famous I have 7 youtube subscribers ', 'Joey', 'Archie', 'Sell NYG to the Rock', 'Joseph Hurst', 'Blue Gansey is kind of on a break', 'Val Certified Dumb Boi', 'Michelle ', 'El Danes fifi neoliberal y aspirasionista', 'That s gotta be Kaye ne ', '2 BLE ED', 'Jasnah', 's', ' ', 'Sara ', 'Iesu Mawr ', 'K Dots Sanctum Elite Saiyan Nigga They ', 'Glen McGregor', 'LG6'}",19
{'Ella Stelle'},"{'Anna ', 'IFOD', 'Johnny Depp BR '}",3
{'magnolia venenosa'},"{' ', 'steph'}",2
{'Holland March'},{'CHARLIE '},1
{'xz DFS with Dan'},{'Andrea Deledda'},1
{'SandmanDC'},"{'G x L', 'r', 'adora chuu s one and only inactive '}",3
{' '},{'chris'},1
{'Taylor Grothe'},{'Toad Ya '},1
{'Tet'},{'Fleeee'},1
{'Samantha Deee'},{'William Anderson'},1
{'kacie'},{'Gabriel the Hermit'},1
{'sadie '},{'The Marvel Sheriff'},1
{'L B Jeff '},{'Gabi'},1
{'XDN T'},{'Anna Giulia Depp Waldman'},1
